timestamp,eval_id,phase,cat,x1,x2,x3,x4,x5,objective
1764689545.47272,816,PS,INT,65,77,98,93,79,100.0
1764689546.08065,817,PS,INT,65,77,98,93,80,101.0
1764689546.688295,818,PS,INT,65,77,98,93,82,99.0
1764689547.2982264,819,PS,INT,65,77,98,93,83,98.0
1764689547.9090526,820,PS,INT,65,77,98,93,86,95.0
1764689548.5147681,821,PSO_Ref_Init,INT,75,77,98,93,86,105.0
1764689549.1379986,822,PSO_Ref_Init,INT,68,77,96,95,81,103.0
1764689549.749304,823,PSO_Ref_Init,INT,75,77,93,95,81,113.0
1764689550.3605394,824,PSO_Ref_Init,INT,70,75,98,98,86,93.0
1764689550.9698465,825,PSO_Ref_Init,INT,71,77,93,93,81,111.0
1764689551.5814276,826,PSO_Ref_Init,INT,70,75,98,88,81,108.0
1764689552.1585803,827,PSO_Ref_Init,INT,70,77,100,93,82,102.0
1764689552.7676656,828,PSO_Ref_Init,INT,75,75,93,94,79,112.0
1764689553.3744783,829,PSO_Ref_Init,INT,69,77,97,88,83,108.0
1764689553.9970028,830,PSO_Ref_Init,INT,70,76,98,93,76,101.0
1764689554.6079037,831,PSO_Ref_Init,INT,68,72,97,88,81,104.0
1764689555.2165492,832,PSO_Ref_Init,INT,70,77,99,93,83,102.0
1764689555.8253188,833,PSO_Ref_Init,INT,70,77,98,94,83,102.0
1764689556.4353182,834,PSO_Ref_Init,INT,69,82,97,93,79,106.0
1764689557.0482748,835,PSO_Ref_Init,INT,75,79,98,98,81,107.0
1764689557.6552386,836,PSO_Ref_Init,INT,70,72,96,88,81,107.0
1764689558.2053325,837,PSO_Ref_Init,INT,75,79,97,94,81,112.0
1764689558.8113241,838,PSO_Ref_Init,INT,70,77,98,93,81,105.0
1764689559.4183686,839,PSO_Ref_Init,INT,72,76,97,94,81,106.0
1764689559.9812121,840,PSO_Ref_Init,INT,70,82,97,88,81,112.0
1764689560.594618,841,PSO_Ref_Init,INT,70,77,98,93,86,100.0
1764689561.2067611,842,PSO_Ref_Init,INT,70,77,98,92,81,106.0
1764689561.768026,843,PSO_Ref_Init,INT,72,76,98,92,79,107.0
1764689562.3752756,844,PSO_Ref_Init,INT,71,75,99,94,83,100.0
1764689562.9848824,845,PSO_Ref_Init,INT,65,72,98,93,86,90.0
1764689563.59477,846,PSO_Refine,INT,77,78,91,94,81,119.0
1764689564.2173166,847,PSO_Refine,INT,77,79,96,94,83,113.0
1764689564.8256793,848,PSO_Refine,INT,74,79,91,94,81,117.0
1764689565.4324005,849,PSO_Refine,INT,74,75,98,93,86,102.0
1764689566.0444229,850,PSO_Refine,INT,75,79,93,92,80,119.0
1764689566.590809,851,PSO_Refine,INT,75,76,98,95,81,107.0
1764689567.2001507,852,PSO_Refine,INT,77,78,91,92,80,122.0
1764689567.8078349,853,PSO_Refine,INT,78,77,94,94,80,117.0
1764689568.4126158,854,PSO_Refine,INT,80,78,91,90,83,124.0
1764689569.0369563,855,PSO_Refine,INT,81,75,88,90,82,124.0
1764689569.6466308,856,PSO_Refine,INT,79,77,95,90,81,120.0
1764689570.2567537,857,PSO_Refine,INT,73,80,93,92,82,116.0
1764689570.869483,858,PSO_Refine,INT,83,78,87,91,82,125.0
1764689571.4959562,859,PSO_Refine,INT,74,77,92,89,82,118.0
1764689572.105939,860,PSO_Refine,INT,76,76,87,89,82,124.0
1764689572.7139018,861,PSO_Refine,INT,81,80,90,90,82,127.0
1764689573.324417,862,PSO_Refine,INT,81,81,92,96,83,117.0
1764689573.9315128,863,PSO_Refine,INT,70,79,92,90,83,114.0
1764689574.5392134,864,PSO_Refine,INT,75,81,90,91,80,123.0
1764689575.1007404,865,PSO_Refine,INT,73,79,92,91,82,117.0
1764689575.7081046,866,PSO_Refine,INT,79,82,96,92,87,112.0
1764689576.317646,867,PSO_Refine,INT,76,77,91,89,83,120.0
1764689576.9386804,868,PSO_Refine,INT,78,81,94,89,78,122.0
1764689577.546081,869,PSO_Refine,INT,74,76,96,90,81,113.0
1764689578.1560621,870,PSO_Refine,INT,85,81,98,91,82,113.0
1764689578.7629714,871,PSO_Refine,INT,80,81,86,93,78,128.0
1764689579.374794,872,PSO_Refine,INT,84,82,84,92,77,125.0
1764689579.987351,873,PSO_Refine,INT,80,82,83,93,80,132.0
1764689580.5955331,874,PSO_Refine,INT,83,76,92,90,79,120.0
1764689581.2181075,875,PSO_Refine,INT,82,82,92,92,79,121.0
1764689581.8290074,876,PSO_Refine,INT,75,80,87,97,80,121.0
1764689582.4372563,877,PSO_Refine,INT,86,80,76,92,79,127.0
1764689583.0467575,878,PSO_Refine,INT,83,83,91,94,80,119.0
1764689583.6567938,879,PSO_Refine,INT,88,81,84,93,80,124.0
1764689584.2639894,880,PSO_Refine,INT,88,80,81,90,86,125.0
1764689584.2639894,880,PSO_End,INT,80,82,83,93,80,132.0
1764689584.8740425,881,PS,INT,88,59,81,69,89,100.0
1764689585.4819205,882,PS,INT,91,59,81,69,89,97.0
1764689586.1236641,883,PS,INT,92,59,81,69,89,96.0
1764689586.751661,884,PS,INT,94,59,81,69,89,94.0
1764689587.3734944,885,PS,INT,95,59,81,69,89,93.0
1764689588.0013525,886,PS,INT,98,59,81,69,89,90.0
1764689588.6294765,887,PS,INT,93,54,81,69,89,90.0
1764689589.2585223,888,PS,INT,93,57,81,69,89,93.0
1764689589.8825138,889,PS,INT,93,58,81,69,89,94.0
1764689590.5236175,890,PS,INT,93,60,81,69,89,96.0
1764689591.1817555,891,PS,INT,93,61,81,69,89,97.0
1764689591.838014,892,PS,INT,93,64,81,69,89,100.0
1764689592.4939268,893,PS,INT,93,59,76,69,89,92.0
1764689593.0754623,894,PS,INT,93,59,79,69,89,95.0
1764689593.7294714,895,PS,INT,93,59,80,69,89,96.0
1764689594.3551626,896,PS,INT,93,59,82,69,89,94.0
1764689594.971728,897,PS,INT,93,59,83,69,89,93.0
1764689595.5807912,898,PS,INT,93,59,86,69,89,90.0
1764689596.1902692,899,PS,INT,93,59,81,64,89,90.0
1764689596.7987223,900,PS,INT,93,59,81,67,89,93.0
1764689597.4104285,901,PS,INT,93,59,81,68,89,94.0
1764689598.0187347,902,PS,INT,93,59,81,70,89,96.0
1764689598.626813,903,PS,INT,93,59,81,71,89,97.0
1764689599.23699,904,PS,INT,93,59,81,74,89,100.0
1764689599.8610127,905,PS,INT,93,59,81,69,84,100.0
1764689600.4134321,906,PS,INT,93,59,81,69,87,97.0
1764689601.0267968,907,PS,INT,93,59,81,69,88,96.0
1764689601.6381512,908,PS,INT,93,59,81,69,90,94.0
1764689602.2018204,909,PS,INT,93,59,81,69,91,93.0
1764689602.8110676,910,PS,INT,93,59,81,69,94,90.0
1764689603.423808,911,PSO_Ref_Init,INT,88,61,81,69,87,104.0
1764689604.0460014,912,PSO_Ref_Init,INT,88,61,86,71,87,101.0
1764689604.6523368,913,PSO_Ref_Init,INT,87,58,83,68,90,96.0
1764689605.2654946,914,PSO_Ref_Init,INT,93,60,76,69,88,94.0
1764689605.8709536,915,PSO_Ref_Init,INT,83,59,81,69,89,105.0
1764689606.479196,916,PSO_Ref_Init,INT,87,59,83,68,94,93.0
1764689607.0931852,917,PSO_Ref_Init,INT,88,54,81,69,89,95.0
1764689607.7023466,918,PSO_Ref_Init,INT,86,57,81,64,88,96.0
1764689608.3100855,919,PSO_Ref_Init,INT,88,59,83,68,91,95.0
1764689608.9169962,920,PSO_Ref_Init,INT,93,54,82,69,94,84.0
1764689609.524682,921,PSO_Ref_Init,INT,88,59,81,74,88,106.0
1764689610.1334498,922,PSO_Ref_Init,INT,83,59,86,74,90,104.0
1764689610.694233,923,PSO_Ref_Init,INT,88,61,81,69,91,100.0
1764689611.3054173,924,PSO_Ref_Init,INT,93,61,76,69,91,92.0
1764689611.920028,925,PSO_Ref_Init,INT,86,61,81,69,89,104.0
1764689612.5326216,926,PSO_Ref_Init,INT,88,59,83,74,89,103.0
1764689613.1409583,927,PSO_Ref_Init,INT,87,59,81,68,84,105.0
1764689613.7404346,928,PSO_Ref_Init,INT,88,54,82,68,88,94.0
1764689614.3480287,929,PSO_Ref_Init,INT,89,60,81,69,89,100.0
1764689614.9541905,930,PSO_Ref_Init,INT,88,61,83,74,84,110.0
1764689615.5793839,931,PSO_Ref_Init,INT,88,57,80,69,90,98.0
1764689616.187993,932,PSO_Ref_Init,INT,83,64,86,69,87,107.0
1764689616.796511,933,PSO_Ref_Init,INT,86,59,86,70,91,96.0
1764689617.4033818,934,PSO_Ref_Init,INT,88,59,81,71,89,102.0
1764689618.0161848,935,PSO_Ref_Init,INT,88,64,81,69,89,105.0
1764689618.626187,936,PSO_Refine,INT,89,61,80,69,86,105.0
1764689619.2482874,937,PSO_Refine,INT,86,62,83,71,83,111.0
1764689619.877359,938,PSO_Refine,INT,87,62,83,71,89,104.0
1764689620.4888194,939,PSO_Refine,INT,91,61,78,69,88,99.0
1764689621.1270208,940,PSO_Refine,INT,87,61,83,70,84,107.0
1764689621.7418325,941,PSO_Refine,INT,87,63,84,70,93,99.0
1764689622.3033798,942,PSO_Refine,INT,86,59,82,71,85,107.0
1764689622.9172635,943,PSO_Refine,INT,86,56,83,74,83,108.0
1764689623.495007,944,PSO_Refine,INT,88,62,84,68,81,107.0
1764689624.1236737,945,PSO_Refine,INT,89,62,82,72,89,104.0
1764689624.7313027,946,PSO_Refine,INT,85,61,83,74,86,111.0
1764689625.292944,947,PSO_Refine,INT,84,60,84,70,90,102.0
1764689625.9009414,948,PSO_Refine,INT,86,64,85,72,83,112.0
1764689626.5128853,949,PSO_Refine,INT,88,64,88,71,86,103.0
1764689627.122404,950,PSO_Refine,INT,85,64,85,69,81,112.0
1764689627.7320578,951,PSO_Refine,INT,87,62,83,73,79,114.0
1764689628.2952533,952,PSO_Refine,INT,87,59,84,72,82,108.0
1764689628.9043007,953,PSO_Refine,INT,86,61,81,68,76,108.0
1764689629.5113442,954,PSO_Refine,INT,88,59,84,69,77,103.0
1764689630.117582,955,PSO_Refine,INT,87,61,83,74,80,115.0
1764689630.7312722,956,PSO_Refine,INT,88,61,80,70,86,107.0
1764689631.3551207,957,PSO_Refine,INT,86,60,83,71,77,109.0
1764689631.9638193,958,PSO_Refine,INT,88,60,87,74,79,108.0
1764689632.5700235,959,PSO_Refine,INT,89,61,82,71,87,104.0
1764689633.179822,960,PSO_Refine,INT,87,63,81,70,89,106.0
1764689633.7911499,961,PSO_Refine,INT,89,61,80,74,84,112.0
1764689634.4036953,962,PSO_Refine,INT,85,61,81,71,77,113.0
1764689635.0126586,963,PSO_Refine,INT,87,64,83,74,81,117.0
1764689635.6198788,964,PSO_Refine,INT,89,64,83,76,84,114.0
1764689636.1855977,965,PSO_Refine,INT,90,63,84,71,77,107.0
1764689636.7959177,966,PSO_Refine,INT,87,66,85,71,88,107.0
1764689637.4400413,967,PSO_Refine,INT,85,64,83,76,82,120.0
1764689638.0934076,968,PSO_Refine,INT,85,58,85,83,79,114.0
1764689638.7203324,969,PSO_Refine,INT,85,64,85,78,74,116.0
1764689639.3460832,970,PSO_Refine,INT,83,70,84,77,76,126.0
1764689639.3470826,970,PSO_End,INT,83,70,84,77,76,126.0
1764689640.1131973,971,PS,INT,94,83,71,95,90,99.0
1764689640.783238,972,PS,INT,97,83,71,95,90,96.0
1764689641.426326,973,PS,INT,98,83,71,95,90,95.0
1764689641.9866784,974,PS,INT,100,83,71,95,90,93.0
1764689642.5985565,975,PS,INT,100,83,71,95,90,93.0
1764689643.2115288,976,PS,INT,100,83,71,95,90,93.0
1764689643.8247495,977,PS,INT,99,78,71,95,90,95.0
1764689644.4344277,978,PS,INT,99,81,71,95,90,96.0
1764689645.042588,979,PS,INT,99,82,71,95,90,95.0
1764689645.650928,980,PS,INT,99,84,71,95,90,93.0
1764689646.261183,981,PS,INT,99,85,71,95,90,92.0
1764689646.261183,981,PS_End,INT,94,83,71,95,90,99.0
